"Ticket_id","PurchaseDate","Price","EANCode","IsActive","Event_Event_id","Visitor_Visitor_id","Ticket_type_Type","Payment_method_Method","Seller_id"
7118,"2025-05-02",94,"3325543037872",0,51,"","Early Bird","",""
7119,"2025-04-24",94,"9821722727524",0,51,"","Early Bird","",""
7120,"2025-05-01",118,"4225523681228",0,51,"","Regular","",""
7121,"2025-05-01",118,"8890011829646",0,51,"","Regular","",""
7122,"2025-04-17",118,"9238099567278",0,51,"","Regular","",""
7123,"2025-04-26",118,"6438305111699",0,51,"","Regular","",""
7124,"2025-04-20",94,"6588705638691",0,51,"","Early Bird","",""
7125,"2025-04-13",118,"6364590130404",0,51,"","Regular","",""
7126,"2025-04-15",118,"7789375082839",0,51,"","Regular","",""
7127,"2025-04-08",118,"3918591434751",0,51,"","Regular","",""
7128,"2025-04-29",94,"2385516366911",0,51,"","Early Bird","",""
7129,"2025-05-01",94,"4423701472659",0,51,"","Early Bird","",""
7130,"2025-04-14",295,"1839889587445",0,51,"","VIP","",""
7131,"2025-05-02",118,"1199063437542",0,51,"","Regular","",""
7132,"2025-04-28",118,"8943091551113",0,51,"","Regular","",""
7133,"2025-04-20",118,"5811379423795",0,51,"","Regular","",""
7134,"2025-04-26",118,"8529554197665",0,51,"","Regular","",""
7135,"2025-04-15",118,"8091365605858",0,51,"","Regular","",""
7136,"2025-04-17",94,"9974834362579",0,51,"","Early Bird","",""
7137,"2025-04-26",118,"1195631166270",0,51,"","Regular","",""
7138,"2025-05-01",94,"9316274931281",0,51,"","Early Bird","",""
7139,"2025-04-04",118,"2894988949923",0,51,"","Regular","",""
7140,"2025-04-25",118,"1790365125384",0,51,"","Regular","",""
7141,"2025-04-13",118,"7614811088755",0,51,"","Regular","",""
7142,"2025-04-13",118,"4643715391245",0,51,"","Regular","",""
7143,"2025-04-09",94,"1431375072610",0,51,"","Early Bird","",""
7144,"2025-04-21",118,"1444926529015",0,51,"","Regular","",""
7145,"2025-04-04",82,"3112048192321",0,51,"","Group","",""
7146,"2025-04-16",118,"8793784681608",0,51,"","Regular","",""
7147,"2025-04-18",118,"4109716740976",0,51,"","Regular","",""
7148,"2025-04-19",118,"7181844310980",0,51,"","Regular","",""
7149,"2025-04-13",118,"3749119400800",0,51,"","Regular","",""
7150,"2025-04-03",354,"8499286394667",0,51,"","Backstage","",""
7151,"2025-04-29",118,"3117347767422",0,51,"","Regular","",""
7152,"2025-04-20",118,"9722002683485",0,51,"","Regular","",""
7153,"2025-04-06",118,"9492523287188",0,51,"","Regular","",""
7154,"2025-05-01",118,"9805049549149",0,51,"","Regular","",""
7155,"2025-04-20",118,"2321909102463",0,51,"","Regular","",""
7156,"2025-04-05",118,"8917043039083",0,51,"","Regular","",""
7157,"2025-04-09",118,"6250587775441",0,51,"","Regular","",""
7158,"2025-04-13",118,"1109012699505",0,51,"","Regular","",""
7159,"2025-04-09",118,"1132255335917",0,51,"","Regular","",""
7160,"2025-04-05",118,"3948222117001",0,51,"","Regular","",""
7161,"2025-04-17",295,"9657628561474",0,51,"","VIP","",""
7162,"2025-04-11",118,"9905125580005",0,51,"","Regular","",""
7163,"2025-05-01",118,"7149201126001",0,51,"","Regular","",""
7164,"2025-04-17",118,"8945923368121",0,51,"","Regular","",""
7165,"2025-04-07",295,"5025964360261",0,51,"","VIP","",""
7166,"2025-04-07",118,"8294346424389",0,51,"","Regular","",""
7167,"2025-04-26",295,"7511469731268",0,51,"","VIP","",""
7168,"2025-04-30",118,"7418931046854",0,51,"","Regular","",""
7169,"2025-04-10",118,"8807313833000",0,51,"","Regular","",""
7170,"2025-04-07",118,"1395359113187",0,51,"","Regular","",""
7171,"2025-04-21",88,"6515246585153",0,52,"","Early Bird","",""
7172,"2025-04-09",110,"3396847562799",0,52,"","Regular","",""
7173,"2025-04-08",110,"2279644322542",0,52,"","Regular","",""
7174,"2025-04-20",330,"4503923681721",0,52,"","Backstage","",""
7175,"2025-04-18",110,"1240755792761",0,52,"","Regular","",""
7176,"2025-04-20",110,"6367989769286",0,52,"","Regular","",""
7177,"2025-04-15",110,"9877245476025",0,52,"","Regular","",""
7178,"2025-04-04",110,"3684521555252",0,52,"","Regular","",""
7179,"2025-04-03",110,"7539403194546",0,52,"","Regular","",""
7180,"2025-04-22",275,"3819212909207",0,52,"","VIP","",""
7181,"2025-05-01",77,"6440381824083",0,52,"","Group","",""
7182,"2025-04-18",110,"7838558728934",0,52,"","Regular","",""
7183,"2025-04-18",275,"8907660601059",0,52,"","VIP","",""
7184,"2025-05-01",110,"2628486285652",0,52,"","Regular","",""
7185,"2025-04-26",110,"1875434970079",0,52,"","Regular","",""
7186,"2025-04-26",110,"5254741938514",0,52,"","Regular","",""
7187,"2025-04-24",110,"6972308906956",0,52,"","Regular","",""
7188,"2025-04-29",110,"2902334450760",0,52,"","Regular","",""
7189,"2025-04-21",110,"4895689320326",0,52,"","Regular","",""
7190,"2025-04-12",110,"5316309251618",0,52,"","Regular","",""
7191,"2025-04-08",110,"9433251478300",0,52,"","Regular","",""
7192,"2025-04-04",77,"9406185430057",0,52,"","Group","",""
7193,"2025-04-25",110,"1988300303229",0,52,"","Regular","",""
7194,"2025-04-04",110,"5911438520530",0,52,"","Regular","",""
7195,"2025-04-25",110,"2584252011973",0,52,"","Regular","",""
7196,"2025-04-15",110,"8112364805200",0,52,"","Regular","",""
7197,"2025-04-06",88,"1086902267343",0,52,"","Early Bird","",""
7198,"2025-04-23",110,"9669817847806",0,52,"","Regular","",""
7199,"2025-04-29",110,"3995316290086",0,52,"","Regular","",""
7200,"2025-04-25",275,"3746925395064",0,52,"","VIP","",""
7201,"2025-04-03",110,"6801784398191",0,52,"","Regular","",""
7202,"2025-04-18",88,"7387083100578",0,52,"","Early Bird","",""
7203,"2025-04-25",110,"1027328775708",0,52,"","Regular","",""
7204,"2025-04-24",110,"5257681673730",0,52,"","Regular","",""
7205,"2025-04-18",110,"2362587840163",0,52,"","Regular","",""
7206,"2025-04-20",110,"9439429573703",0,52,"","Regular","",""
7207,"2025-04-24",275,"5738727329477",0,52,"","VIP","",""
7208,"2025-05-01",110,"1180111917528",0,52,"","Regular","",""
7209,"2025-04-08",110,"8807927691787",0,52,"","Regular","",""
7210,"2025-04-21",110,"5966545993268",0,52,"","Regular","",""
7211,"2025-04-08",110,"3751898425584",0,52,"","Regular","",""
7212,"2025-04-23",77,"9118319562837",0,52,"","Group","",""
7213,"2025-04-13",110,"2895157607448",0,52,"","Regular","",""
7214,"2025-04-14",110,"4370709888846",0,52,"","Regular","",""
7215,"2025-04-25",110,"4474566539656",0,52,"","Regular","",""
7216,"2025-04-27",77,"5721001688999",0,52,"","Group","",""
7217,"2025-04-14",110,"8046659512513",0,52,"","Regular","",""
7218,"2025-04-26",88,"6472395862799",0,52,"","Early Bird","",""
7219,"2025-04-09",110,"3533253181127",0,52,"","Regular","",""
7220,"2025-04-25",88,"5985607360381",0,52,"","Early Bird","",""
7221,"2025-04-04",110,"7186313579535",0,52,"","Regular","",""
7222,"2025-04-14",110,"8860537732002",0,52,"","Regular","",""
7223,"2025-04-04",330,"1157627956085",0,52,"","Backstage","",""
7224,"2025-04-11",275,"1286644630483",0,52,"","VIP","",""
7225,"2025-04-14",275,"7107387949805",0,52,"","VIP","",""
7226,"2025-05-01",110,"7960518153170",0,52,"","Regular","",""
7227,"2025-04-12",110,"1614920569125",0,52,"","Regular","",""
7228,"2025-04-18",110,"2628807557864",0,52,"","Regular","",""
7229,"2025-04-17",110,"8713818089796",0,52,"","Regular","",""
7230,"2025-04-09",110,"1008809832401",0,52,"","Regular","",""
7231,"2025-04-14",110,"6640865782329",0,52,"","Regular","",""
7232,"2025-04-21",110,"9659293414357",0,52,"","Regular","",""
7233,"2025-04-23",330,"2125168867679",0,52,"","Backstage","",""
7234,"2025-04-18",110,"4573313387284",0,52,"","Regular","",""
7235,"2025-04-16",77,"8154523515543",0,52,"","Group","",""
7236,"2025-04-15",110,"9888530805712",0,52,"","Regular","",""
7237,"2025-04-11",88,"2704839284789",0,52,"","Early Bird","",""
7238,"2025-04-04",110,"4505358362190",0,52,"","Regular","",""
7239,"2025-05-03",110,"6405810620622",0,52,"","Regular","",""
7240,"2025-04-14",110,"9949987824968",0,52,"","Regular","",""
7241,"2025-04-07",110,"3624903628972",0,52,"","Regular","",""
7242,"2025-04-21",88,"6805501248191",0,52,"","Early Bird","",""
7243,"2025-04-14",110,"8965709929232",0,52,"","Regular","",""
7244,"2025-04-11",275,"2026516042105",0,52,"","VIP","",""
7245,"2025-04-13",110,"8148395705620",0,52,"","Regular","",""
7246,"2025-04-07",110,"8470502438940",0,52,"","Regular","",""
7247,"2025-04-23",110,"6465886018586",0,52,"","Regular","",""
7248,"2025-04-28",110,"8184072621751",0,52,"","Regular","",""
7249,"2025-04-14",88,"9728369337390",0,52,"","Early Bird","",""
7250,"2025-04-12",110,"4450262683654",0,52,"","Regular","",""
7251,"2025-04-21",110,"3232924234718",0,52,"","Regular","",""
7252,"2025-04-18",110,"6298815774451",0,52,"","Regular","",""
7253,"2025-05-01",110,"3194426961280",0,52,"","Regular","",""
7254,"2025-04-10",110,"6651779654230",0,52,"","Regular","",""
7255,"2025-04-14",77,"9571903458716",0,52,"","Group","",""
7256,"2025-04-29",110,"1942096652325",0,52,"","Regular","",""
7257,"2025-04-26",110,"6553022347489",0,52,"","Regular","",""
7258,"2025-04-21",110,"1489673423132",0,52,"","Regular","",""
7259,"2025-05-02",110,"3224690484827",0,52,"","Regular","",""
7260,"2025-04-12",275,"1002696930504",0,52,"","VIP","",""
7261,"2025-04-29",275,"2308714266046",0,52,"","VIP","",""
7262,"2025-04-13",110,"8941081020377",0,52,"","Regular","",""
7263,"2025-04-11",110,"9237499554215",0,52,"","Regular","",""
7264,"2025-04-15",88,"7870188077275",0,52,"","Early Bird","",""
7265,"2025-04-27",275,"6966790542424",0,52,"","VIP","",""
7266,"2025-04-10",88,"1632750423453",0,52,"","Early Bird","",""
7267,"2025-04-25",110,"1777820503228",0,52,"","Regular","",""
7268,"2025-04-23",330,"9988182285556",0,52,"","Backstage","",""
7269,"2025-04-23",110,"1292950876463",0,52,"","Regular","",""
7270,"2025-04-18",110,"4249513874881",0,52,"","Regular","",""
7271,"2025-05-01",110,"5150904263374",0,52,"","Regular","",""
7272,"2025-04-24",88,"8061252805518",0,52,"","Early Bird","",""
7273,"2025-04-26",110,"7037143739845",0,52,"","Regular","",""
7274,"2025-04-07",110,"8852958356939",0,52,"","Regular","",""
7275,"2025-04-27",110,"4634473438496",0,52,"","Regular","",""
7276,"2025-04-09",110,"5744757117914",0,52,"","Regular","",""
7277,"2025-04-19",88,"9432161952178",0,52,"","Early Bird","",""
7278,"2025-04-17",110,"6261205880021",0,52,"","Regular","",""
7279,"2025-04-20",88,"9970004783177",0,52,"","Early Bird","",""
7280,"2025-05-02",110,"8985627469047",0,52,"","Regular","",""
7281,"2025-04-05",88,"6973779428082",0,52,"","Early Bird","",""
7282,"2025-04-14",110,"7328282082398",0,52,"","Regular","",""
7283,"2025-05-02",330,"3977539655388",0,52,"","Backstage","",""
7284,"2025-04-10",110,"7320329932452",0,52,"","Regular","",""
7285,"2025-05-03",110,"6995388910025",0,52,"","Regular","",""
7286,"2025-05-01",330,"8701181176927",0,52,"","Backstage","",""
7287,"2025-04-10",88,"8528939271161",0,52,"","Early Bird","",""
7288,"2025-04-06",88,"2465382624600",0,52,"","Early Bird","",""
7289,"2025-04-30",88,"7755399217885",0,52,"","Early Bird","",""
7290,"2025-04-04",110,"9507191224122",0,52,"","Regular","",""
7291,"2025-04-12",110,"6446195742784",0,52,"","Regular","",""
7292,"2025-04-07",88,"9159451440299",0,52,"","Early Bird","",""
7293,"2025-04-19",275,"3589055512434",0,52,"","VIP","",""
7294,"2025-04-26",110,"7983323436746",0,52,"","Regular","",""
7295,"2025-04-04",110,"5280065411744",0,52,"","Regular","",""
7296,"2025-04-13",275,"6657632200394",0,52,"","VIP","",""
7297,"2025-04-20",110,"4848543574940",0,52,"","Regular","",""
7298,"2025-04-21",88,"5973352114173",0,52,"","Early Bird","",""
7299,"2025-04-04",275,"2589534035568",0,52,"","VIP","",""
7300,"2025-04-30",110,"7921503098528",0,52,"","Regular","",""
7301,"2025-04-06",49,"8067942364326",0,53,"","Regular","",""
7302,"2025-04-14",49,"9663268567195",0,53,"","Regular","",""
7303,"2025-04-14",49,"1011529486675",0,53,"","Regular","",""
7304,"2025-04-09",39,"1267352751655",0,53,"","Early Bird","",""
7305,"2025-04-03",34,"9365791766392",0,53,"","Group","",""
7306,"2025-04-20",49,"8616341230409",0,53,"","Regular","",""
7307,"2025-04-24",39,"3385828870674",0,53,"","Early Bird","",""
7308,"2025-04-24",49,"4200611113193",0,53,"","Regular","",""
7309,"2025-04-12",49,"5069980418840",0,53,"","Regular","",""
7310,"2025-04-15",49,"1322140543726",0,53,"","Regular","",""
7311,"2025-04-11",49,"8719031324414",0,53,"","Regular","",""
7312,"2025-04-17",34,"8442854945921",0,53,"","Group","",""
7313,"2025-05-01",49,"7638431686082",0,53,"","Regular","",""
7314,"2025-04-10",39,"7063962708592",0,53,"","Early Bird","",""
7315,"2025-05-02",49,"1246486423720",0,53,"","Regular","",""
7316,"2025-04-04",34,"6795644749788",0,53,"","Group","",""
7317,"2025-04-22",122,"7306619003745",0,53,"","VIP","",""
7318,"2025-04-23",147,"8496232761180",0,53,"","Backstage","",""
7319,"2025-04-26",49,"3548604176798",0,53,"","Regular","",""
7320,"2025-04-07",34,"7502642838295",0,53,"","Group","",""
7321,"2025-04-10",39,"7733205539542",0,53,"","Early Bird","",""
7322,"2025-04-11",49,"5974104514559",0,53,"","Regular","",""
7323,"2025-04-05",49,"9597034054464",0,53,"","Regular","",""
7324,"2025-04-19",49,"5185616558653",0,53,"","Regular","",""
7325,"2025-04-23",49,"7820405338676",0,53,"","Regular","",""
7326,"2025-04-10",49,"2355319154296",0,53,"","Regular","",""
7327,"2025-04-13",49,"3857156023346",0,53,"","Regular","",""
7328,"2025-04-24",34,"5289268943659",0,53,"","Group","",""
7329,"2025-04-26",49,"5633509700360",0,53,"","Regular","",""
7330,"2025-04-04",49,"1901148411027",0,53,"","Regular","",""
7331,"2025-04-09",49,"5402178780050",0,53,"","Regular","",""
7332,"2025-04-19",49,"7505719279849",0,53,"","Regular","",""
7333,"2025-05-02",39,"8069908519629",0,53,"","Early Bird","",""
7334,"2025-04-24",49,"8339254093244",0,53,"","Regular","",""
7335,"2025-04-13",49,"6217762381758",0,53,"","Regular","",""
7336,"2025-05-02",49,"6593885278676",0,53,"","Regular","",""
7337,"2025-04-24",122,"7751810336908",0,53,"","VIP","",""
7338,"2025-04-08",39,"3418459431298",0,53,"","Early Bird","",""
7339,"2025-04-29",49,"9935143684166",0,53,"","Regular","",""
7340,"2025-04-25",49,"8375506718379",0,53,"","Regular","",""
7341,"2025-04-17",49,"4970993133128",0,53,"","Regular","",""
7342,"2025-04-11",49,"1096541697266",0,53,"","Regular","",""
7343,"2025-04-13",49,"6751244915563",0,53,"","Regular","",""
7344,"2025-05-01",122,"9547137973775",0,53,"","VIP","",""
7345,"2025-05-03",49,"1562373788287",0,53,"","Regular","",""
7346,"2025-04-15",49,"1914863939886",0,53,"","Regular","",""
7347,"2025-04-21",49,"3895177488873",0,53,"","Regular","",""
7348,"2025-04-24",49,"1145211312374",0,53,"","Regular","",""
7349,"2025-05-01",147,"1225640933464",0,53,"","Backstage","",""
7350,"2025-04-17",39,"9795951472656",0,53,"","Early Bird","",""
7351,"2025-04-29",49,"3701703229547",0,53,"","Regular","",""
7352,"2025-04-26",49,"3069450243810",0,53,"","Regular","",""
7353,"2025-04-11",122,"7526306999631",0,53,"","VIP","",""
7354,"2025-04-22",49,"2349186252408",0,53,"","Regular","",""
7355,"2025-04-24",39,"1727323352465",0,53,"","Early Bird","",""
7356,"2025-04-17",49,"2968248564595",0,53,"","Regular","",""
7357,"2025-04-29",49,"6594326732688",0,53,"","Regular","",""
7358,"2025-04-22",49,"7439093137027",0,53,"","Regular","",""
7359,"2025-04-13",49,"7037800406295",0,53,"","Regular","",""
7360,"2025-04-26",49,"3894074666384",0,53,"","Regular","",""
7361,"2025-04-11",49,"8726088845554",0,53,"","Regular","",""
7362,"2025-05-01",49,"3825937791928",0,53,"","Regular","",""
7363,"2025-04-24",49,"7881383850678",0,53,"","Regular","",""
7364,"2025-04-22",49,"2948113946234",0,53,"","Regular","",""
7365,"2025-04-04",39,"5890455639414",0,53,"","Early Bird","",""
7366,"2025-04-16",49,"8447058998683",0,53,"","Regular","",""
7367,"2025-04-15",34,"3844320666952",0,53,"","Group","",""
7368,"2025-04-09",49,"6809161294851",0,53,"","Regular","",""
7369,"2025-04-11",39,"3489631952360",0,53,"","Early Bird","",""
7370,"2025-04-23",49,"9713332075541",0,53,"","Regular","",""
7371,"2025-04-05",49,"8345397493205",0,53,"","Regular","",""
7372,"2025-04-22",49,"3130603581038",0,53,"","Regular","",""
7373,"2025-04-09",122,"1101069080169",0,53,"","VIP","",""
7374,"2025-04-26",49,"5623126318374",0,53,"","Regular","",""
7375,"2025-04-28",122,"8644835069733",0,53,"","VIP","",""
7376,"2025-04-05",49,"9603052998365",0,53,"","Regular","",""
7377,"2025-04-04",49,"5727668365419",0,53,"","Regular","",""
7378,"2025-04-22",49,"1514330828107",0,53,"","Regular","",""
7379,"2025-04-26",49,"2676520357561",0,53,"","Regular","",""
7380,"2025-04-06",39,"5345515911941",0,53,"","Early Bird","",""
7381,"2025-04-10",122,"9826773021997",0,53,"","VIP","",""
7382,"2025-05-01",49,"8624232338234",0,53,"","Regular","",""
7383,"2025-04-23",49,"5046369048727",0,53,"","Regular","",""
7384,"2025-04-16",122,"9085731656217",0,53,"","VIP","",""
7385,"2025-04-24",49,"4919530451935",0,53,"","Regular","",""
7386,"2025-04-20",49,"5123618091237",0,53,"","Regular","",""
7387,"2025-04-10",39,"7069400216583",0,53,"","Early Bird","",""
7388,"2025-04-17",49,"3952184548439",0,53,"","Regular","",""
7389,"2025-04-19",49,"7016593868076",0,53,"","Regular","",""
7390,"2025-04-27",49,"9564073982017",0,53,"","Regular","",""
7391,"2025-04-11",39,"8497023766675",0,53,"","Early Bird","",""
7392,"2025-04-30",39,"4551556785191",0,53,"","Early Bird","",""
7393,"2025-04-17",49,"5185387947967",0,53,"","Regular","",""
7394,"2025-04-21",49,"3057361219039",0,53,"","Regular","",""
7395,"2025-04-16",34,"1663742598187",0,53,"","Group","",""
7396,"2025-04-18",49,"5543256828837",0,53,"","Regular","",""
7397,"2025-04-15",49,"3047088918828",0,53,"","Regular","",""
7398,"2025-04-08",39,"4355076981078",0,53,"","Early Bird","",""
7399,"2025-04-10",39,"5733934150475",0,53,"","Early Bird","",""
7400,"2025-04-30",49,"3185372765515",0,53,"","Regular","",""
7401,"2025-04-03",49,"3643762078784",0,53,"","Regular","",""
7402,"2025-05-03",34,"5688453187335",0,53,"","Group","",""
7403,"2025-04-29",49,"1313128051114",0,53,"","Regular","",""
7404,"2025-04-19",49,"8636936925333",0,53,"","Regular","",""
7405,"2025-04-10",122,"8049138950906",0,53,"","VIP","",""
7406,"2025-04-17",49,"7049472484999",0,53,"","Regular","",""
7407,"2025-04-19",39,"4112128313557",0,53,"","Early Bird","",""
7408,"2025-04-27",49,"8958344461744",0,53,"","Regular","",""
7409,"2025-04-07",49,"2273115730321",0,53,"","Regular","",""
7410,"2025-05-01",39,"5917710576005",0,53,"","Early Bird","",""
7411,"2025-05-01",49,"9615701366906",0,53,"","Regular","",""
7412,"2025-04-22",49,"7139429337374",0,53,"","Regular","",""
7413,"2025-04-04",122,"5189698869629",0,53,"","VIP","",""
7414,"2025-04-10",49,"4297017114114",0,53,"","Regular","",""
7415,"2025-05-02",49,"8770488438445",0,53,"","Regular","",""
7416,"2025-04-07",147,"9120547583734",0,53,"","Backstage","",""
7417,"2025-04-11",49,"8708060856504",0,53,"","Regular","",""
7418,"2025-04-18",147,"1303446718944",0,53,"","Backstage","",""
7419,"2025-04-12",39,"3934440092344",0,53,"","Early Bird","",""
7420,"2025-04-27",147,"2120934124461",0,53,"","Backstage","",""
7421,"2025-04-11",49,"5811052521153",0,53,"","Regular","",""
7422,"2025-04-09",49,"1670558473828",0,53,"","Regular","",""
7423,"2025-04-18",49,"3594359908654",0,53,"","Regular","",""
7424,"2025-05-01",49,"9182876956347",0,53,"","Regular","",""
7425,"2025-04-03",49,"8577479401702",0,53,"","Regular","",""
7426,"2025-04-26",122,"2000392029657",0,53,"","VIP","",""
7427,"2025-05-03",49,"6596449077179",0,53,"","Regular","",""
7428,"2025-04-06",49,"9800871523563",0,53,"","Regular","",""
7429,"2025-04-04",49,"8078605420087",0,53,"","Regular","",""
7430,"2025-04-07",49,"5674934164783",0,53,"","Regular","",""
7431,"2025-04-23",39,"7335816882637",0,53,"","Early Bird","",""
7432,"2025-04-16",122,"2121410299406",0,53,"","VIP","",""
7433,"2025-05-01",49,"4887517989986",0,53,"","Regular","",""
7434,"2025-05-03",49,"4796945226718",0,53,"","Regular","",""
7435,"2025-04-27",147,"1374430512835",0,53,"","Backstage","",""
7436,"2025-04-22",49,"6619118444225",0,53,"","Regular","",""
7437,"2025-04-24",49,"3024960226764",0,53,"","Regular","",""
7438,"2025-04-09",39,"1908488664998",0,53,"","Early Bird","",""
7439,"2025-04-18",39,"3012619800707",0,53,"","Early Bird","",""
7440,"2025-04-22",39,"8492226588612",0,53,"","Early Bird","",""
7441,"2025-04-04",49,"6761004927504",0,53,"","Regular","",""
7442,"2025-04-07",122,"9664859718167",0,53,"","VIP","",""
7443,"2025-04-11",49,"9944732378774",0,53,"","Regular","",""
7444,"2025-04-15",49,"1006521393641",0,53,"","Regular","",""
7445,"2025-04-18",39,"9202930549417",0,53,"","Early Bird","",""
7446,"2025-04-06",49,"1502446853867",0,53,"","Regular","",""
7447,"2025-04-19",49,"5359626237351",0,53,"","Regular","",""
7448,"2025-04-17",49,"6493408855798",0,53,"","Regular","",""
7449,"2025-04-05",147,"7898792900488",0,53,"","Backstage","",""
7450,"2025-04-27",49,"5592543133815",0,53,"","Regular","",""
7451,"2025-04-05",49,"7360486294620",0,53,"","Regular","",""
7452,"2025-04-03",49,"5286229622219",0,53,"","Regular","",""
7453,"2025-04-12",49,"3957975948486",0,53,"","Regular","",""
7454,"2025-04-05",49,"5121685949213",0,53,"","Regular","",""
7455,"2025-04-19",39,"7696948354124",0,53,"","Early Bird","",""
7456,"2025-04-08",49,"1340680809039",0,53,"","Regular","",""
7457,"2025-04-19",49,"1579624707533",0,53,"","Regular","",""
7458,"2025-04-26",122,"8220208458689",0,53,"","VIP","",""
7459,"2025-04-10",49,"8450889553653",0,53,"","Regular","",""
7460,"2025-05-02",122,"9507261225257",0,53,"","VIP","",""
7461,"2025-05-01",39,"6590773653168",0,53,"","Early Bird","",""
7462,"2025-04-09",49,"7453080158687",0,53,"","Regular","",""
7463,"2025-04-15",39,"6362242640119",0,53,"","Early Bird","",""
7464,"2025-04-16",34,"3088993506769",0,53,"","Group","",""
7465,"2025-04-18",49,"8439647723793",0,53,"","Regular","",""
7466,"2025-05-01",122,"8278524890239",0,53,"","VIP","",""
7467,"2025-04-14",49,"3058174182184",0,53,"","Regular","",""
7468,"2025-04-18",49,"8610998209511",0,53,"","Regular","",""
7469,"2025-04-29",49,"1844494518728",0,53,"","Regular","",""
7470,"2025-04-19",147,"7989759365291",0,53,"","Backstage","",""
7471,"2025-04-09",122,"1177835546726",0,53,"","VIP","",""
7472,"2025-04-07",49,"8022851998832",0,53,"","Regular","",""
7473,"2025-04-08",49,"2865808213412",0,53,"","Regular","",""
7474,"2025-04-21",122,"4127519740734",0,53,"","VIP","",""
7475,"2025-04-05",49,"1375781396151",0,53,"","Regular","",""
7476,"2025-04-08",49,"5230663542381",0,53,"","Regular","",""
7477,"2025-04-30",49,"5326242055906",0,53,"","Regular","",""
7478,"2025-04-22",49,"7092513718413",0,53,"","Regular","",""
7479,"2025-04-23",49,"3020016798898",0,53,"","Regular","",""
7480,"2025-04-10",147,"4205414201568",0,53,"","Backstage","",""
7481,"2025-05-03",77,"1428483854355",0,54,"","Group","",""
7482,"2025-04-19",277,"8220140111296",0,54,"","VIP","",""
7483,"2025-05-01",277,"7679281629836",0,54,"","VIP","",""
7484,"2025-04-04",111,"9419192511388",0,54,"","Regular","",""
7485,"2025-05-01",111,"5021402889802",0,54,"","Regular","",""
7486,"2025-04-11",277,"9743569513071",0,54,"","VIP","",""
7487,"2025-04-30",111,"3319755612131",0,54,"","Regular","",""
7488,"2025-04-17",111,"3272395946567",0,54,"","Regular","",""
7489,"2025-04-18",111,"8975233498001",0,54,"","Regular","",""
7490,"2025-05-01",111,"4377224269297",0,54,"","Regular","",""
7491,"2025-04-30",111,"5758393264512",0,54,"","Regular","",""
7492,"2025-04-23",111,"2967416431095",0,54,"","Regular","",""
7493,"2025-04-21",111,"5079391623512",0,54,"","Regular","",""
7494,"2025-04-13",111,"1116722591594",0,54,"","Regular","",""
7495,"2025-04-26",333,"8331493637330",0,54,"","Backstage","",""
7496,"2025-05-02",77,"5738662447485",0,54,"","Group","",""
7497,"2025-04-28",111,"9813730485625",0,54,"","Regular","",""
7498,"2025-04-28",111,"9012648826867",0,54,"","Regular","",""
7499,"2025-04-09",111,"1156747079352",0,54,"","Regular","",""
7500,"2025-04-07",111,"2536990605964",0,54,"","Regular","",""
7501,"2025-04-27",277,"5429080134888",0,54,"","VIP","",""
7502,"2025-04-03",111,"1434599115854",0,54,"","Regular","",""
7503,"2025-04-07",88,"1970366867268",0,54,"","Early Bird","",""
7504,"2025-04-25",277,"5076084070614",0,54,"","VIP","",""
7505,"2025-04-20",111,"2566967838891",0,54,"","Regular","",""
7506,"2025-04-15",88,"5448521942885",0,54,"","Early Bird","",""
7507,"2025-04-04",77,"5508866807103",0,54,"","Group","",""
7508,"2025-04-07",88,"4250539402485",0,54,"","Early Bird","",""
7509,"2025-04-09",111,"6266180287691",0,54,"","Regular","",""
7510,"2025-04-04",111,"5481973645367",0,54,"","Regular","",""
7511,"2025-04-25",111,"1901520320617",0,54,"","Regular","",""
7512,"2025-04-28",77,"1766427046199",0,54,"","Group","",""
7513,"2025-04-13",111,"3977135190585",0,54,"","Regular","",""
7514,"2025-04-17",88,"8137783351048",0,54,"","Early Bird","",""
7515,"2025-04-18",88,"1763920742761",0,54,"","Early Bird","",""
7516,"2025-04-22",111,"2802033915647",0,54,"","Regular","",""
7517,"2025-04-03",111,"9400619047192",0,54,"","Regular","",""
7518,"2025-04-12",111,"1105046332154",0,54,"","Regular","",""
7519,"2025-04-09",111,"3749084941226",0,54,"","Regular","",""
7520,"2025-04-03",111,"2030537766497",0,54,"","Regular","",""
7521,"2025-04-07",277,"3738278282445",0,54,"","VIP","",""
7522,"2025-04-17",111,"2613281222275",0,54,"","Regular","",""
7523,"2025-04-27",111,"1783715985815",0,54,"","Regular","",""
7524,"2025-05-03",111,"5594742406638",0,54,"","Regular","",""
7525,"2025-04-27",111,"9925660354382",0,54,"","Regular","",""
7526,"2025-04-10",111,"4696910757321",0,54,"","Regular","",""
7527,"2025-04-05",111,"5049844787718",0,54,"","Regular","",""
7528,"2025-04-13",88,"8625874688352",0,54,"","Early Bird","",""
7529,"2025-05-03",111,"8203262400619",0,54,"","Regular","",""
7530,"2025-04-08",111,"2848648153143",0,54,"","Regular","",""
7531,"2025-04-26",111,"4883322776928",0,54,"","Regular","",""
7532,"2025-04-07",111,"9978295328501",0,54,"","Regular","",""
7533,"2025-05-02",111,"9497394500373",0,54,"","Regular","",""
7534,"2025-04-17",111,"9342792295475",0,54,"","Regular","",""
7535,"2025-04-22",77,"9866747526752",0,54,"","Group","",""
