Rating_id,ArtistPerformanceINT,SoundAndLightingINT,StagePresenceINT,OrganizationINT,OverallImpressionINT,Performance_Performance_id,Visitor_Visitor_id
77700,5,3,1,4,1,119,128
77702,4,2,3,2,3,118,51
77703,1,4,2,2,1,120,51
77704,4,5,2,2,3,120,73
77705,1,5,1,4,4,119,73
77707,4,4,1,5,5,118,87
77708,4,5,5,4,1,119,87
77711,5,3,4,4,5,120,130
77713,2,4,5,3,2,120,69
77714,5,2,2,5,1,120,129
77715,2,5,3,2,2,118,129
77716,2,3,1,3,4,120,94
77717,2,2,4,4,5,118,94
77718,3,5,4,2,4,119,94
77719,5,2,3,5,4,120,49
77720,1,1,1,1,5,118,49
77721,1,3,2,3,2,119,95
77722,4,4,3,4,5,120,95
77723,1,3,5,1,4,119,121
77724,3,4,3,4,1,118,121
77725,2,1,2,1,1,120,121
77726,4,2,2,1,5,120,39
77727,3,2,4,5,2,119,39
77728,4,5,4,1,5,119,4
77729,1,4,3,2,3,119,55
77730,1,5,2,3,1,118,55
77731,4,5,4,3,1,119,126
77732,5,5,1,4,5,120,126
77733,1,1,3,3,1,119,81
77734,1,1,1,1,2,120,54
77735,3,4,1,4,2,119,23
77736,3,1,4,1,1,118,23
77737,1,2,1,3,1,120,23
77738,5,5,2,2,4,120,84
77739,4,1,4,4,3,119,84
77740,2,3,3,1,2,118,84
77741,4,2,3,3,5,120,1
77742,4,2,4,3,2,119,132
77743,3,2,3,5,2,120,132
77744,4,5,5,4,2,120,75
77745,4,4,2,4,1,118,75
77746,1,1,5,3,3,119,75
77747,5,4,4,5,2,120,5
77748,2,4,5,1,2,119,5
77749,4,5,1,4,2,118,5
77750,2,4,3,1,5,120,71
77751,1,2,4,2,3,118,71
77752,2,4,1,4,4,119,71
77753,3,2,2,4,5,119,46
77754,5,4,4,5,5,120,46
77755,3,1,3,5,5,120,91
77756,1,1,2,3,5,119,91
77757,1,1,3,4,4,120,42
77758,1,2,5,3,3,118,42
77759,4,3,4,5,3,119,42
77760,5,4,2,4,4,119,98
77761,4,3,3,3,4,118,98
77762,5,1,4,1,5,119,76
77763,2,4,1,5,1,120,76
77764,5,3,1,5,1,118,76
77767,4,4,3,1,1,120,82
77768,1,2,4,4,3,119,82
77769,3,4,1,5,4,118,82
77770,5,4,3,3,3,120,16
77771,3,4,5,4,1,118,16
77772,3,3,1,4,5,119,16
77775,2,2,2,5,2,119,12
77776,4,3,1,2,2,120,12
77777,2,4,1,2,1,120,127
77778,3,3,3,2,4,118,127
77779,4,3,1,3,5,119,127
77782,4,2,1,2,2,119,118
77783,1,4,1,4,1,118,118
77786,3,1,4,4,1,119,115
77787,4,5,4,4,4,118,115
77788,5,2,3,4,5,120,115
77791,3,3,3,2,4,118,31
77792,2,3,4,3,3,120,103
77793,3,5,3,1,2,119,103
77794,3,5,2,3,5,119,145
77796,2,2,2,2,2,118,35
77797,5,5,1,2,5,120,35
77798,1,5,2,2,1,118,119
77799,1,4,3,5,2,119,119
77800,3,5,1,3,4,120,28
77801,4,5,1,4,3,119,28
77802,2,5,4,5,5,120,79
77803,5,5,2,4,3,118,79
77804,1,4,4,2,5,119,79
77807,5,3,5,3,3,118,150
77808,4,3,3,2,3,119,108
77809,3,3,1,1,5,119,137
77813,3,3,5,4,1,119,138
77814,3,4,3,3,4,118,110
77815,3,3,2,3,1,119,110
77816,3,3,1,2,1,120,110
77822,2,1,5,3,4,119,32
77823,3,1,2,4,1,120,32
77824,4,1,3,2,3,118,143
77825,5,4,3,2,5,119,143
77826,4,1,1,3,4,120,143
77827,3,3,5,4,4,119,20
77828,1,5,5,2,2,118,20
77829,5,5,1,4,2,120,147
77830,4,2,3,1,5,118,147
77831,5,4,1,5,4,120,149
77832,4,1,2,4,4,119,149
77833,4,5,5,4,2,118,59
77834,4,3,4,3,2,120,59
77835,5,5,5,4,4,120,63
77838,4,4,5,4,3,119,92
77839,5,1,1,1,4,118,92
77840,5,5,2,2,4,120,18
77841,3,4,3,3,5,118,18
77842,2,4,1,2,4,119,18
77843,3,2,2,5,3,119,142
77844,5,4,3,5,2,120,111
77845,5,3,3,1,2,120,66
77846,2,4,2,4,2,119,40
77847,2,1,5,5,2,118,122
77848,3,4,4,2,4,120,122
77849,1,4,2,2,4,119,122
77850,4,1,3,3,4,118,27
77851,2,3,3,5,1,119,27
77852,2,3,2,1,1,120,105
77853,3,1,2,3,2,118,105
77854,1,3,3,2,3,118,34
77855,1,5,1,4,5,120,34
77856,4,1,1,5,3,119,34
77857,5,2,2,2,1,120,30
77858,5,2,5,3,5,118,65
77859,5,5,1,3,4,119,65
77860,2,3,5,2,1,119,60
77867,2,2,3,1,3,119,88
77868,1,4,2,3,2,118,88
77869,4,3,3,4,3,118,134
77870,2,2,4,2,4,120,50
77874,1,2,5,5,4,118,36
77875,5,5,4,4,5,120,36
77876,5,5,1,2,1,119,123
77877,5,4,3,5,3,118,123
77878,4,3,4,1,4,120,123
77879,3,3,3,5,4,119,85
77880,1,2,4,5,4,118,85
77882,3,5,2,1,3,120,45
77883,3,1,1,1,4,118,45
77884,5,2,4,5,1,120,97
77885,5,2,1,2,3,119,89
77886,4,2,1,5,1,119,52
77888,4,1,3,4,5,118,68
77889,5,5,1,3,3,119,68
77890,3,4,1,1,1,120,68
77893,5,2,5,2,4,119,146
77894,2,5,1,5,2,118,146
77895,5,3,2,2,5,119,37
77896,2,1,3,4,4,118,117
77897,3,3,1,2,1,120,117
77901,5,4,5,1,3,120,112
77906,5,5,4,2,4,118,24
77907,3,5,5,5,1,119,24
77908,2,4,4,4,2,120,24
77909,3,4,3,3,4,118,43
77910,5,2,2,2,2,120,133
77911,4,3,5,4,4,118,133
77912,3,5,4,5,5,120,44
77913,1,3,4,2,2,119,44
77914,4,5,2,2,4,118,44
77915,4,4,4,1,2,119,10
77916,3,3,1,2,2,118,10
77917,4,1,2,3,1,120,100
77918,1,3,4,2,3,118,100
77919,2,4,4,5,1,119,100
77920,3,3,4,1,3,118,148
77921,5,4,3,2,2,119,148
77922,2,1,5,3,4,120,148
77923,5,1,3,3,3,119,26
77924,2,3,4,3,2,120,26
77925,2,1,2,3,3,120,90
77926,4,1,1,4,2,118,90
77927,4,2,4,5,1,118,2
77928,5,1,1,3,3,120,2
77929,2,4,4,2,2,120,77
77930,4,3,4,5,1,118,77
77931,3,5,4,1,1,119,13
77935,4,1,5,3,1,118,125
77936,3,3,2,2,3,119,125
77937,1,1,4,1,2,120,125
77941,3,4,2,3,1,119,74
77942,5,5,3,2,4,120,74
77943,4,5,4,3,3,118,74
77944,3,1,1,1,3,119,114
77945,3,5,3,5,1,118,96
77946,2,1,5,5,1,118,8
77947,1,3,4,4,4,119,8
77948,3,5,2,5,3,120,8
77949,2,1,5,3,3,118,104
77950,1,4,4,2,2,120,104
77951,3,5,2,2,4,118,78
77952,3,4,2,4,3,119,78
77953,5,4,1,3,5,120,78
77954,5,2,1,1,5,118,17
77955,1,1,3,5,5,120,17
77956,3,1,1,3,3,120,83
77957,1,3,4,2,2,118,83
77958,5,1,5,4,2,120,25
77959,4,5,5,2,3,118,109
77960,2,4,5,3,2,120,109
77961,2,4,5,1,3,119,109
77962,4,3,4,1,5,120,101
77963,5,2,3,4,5,118,101
77964,4,4,1,5,3,119,101
77965,5,4,3,5,3,120,57
77966,1,3,2,5,3,119,70
77967,3,5,1,3,4,118,141
77968,1,4,3,1,2,119,141
77969,3,4,3,5,3,120,141
77970,2,3,3,2,4,119,86
77974,5,2,1,4,1,120,48
77975,3,2,2,1,1,119,41
77976,4,3,2,2,2,118,41
77977,4,3,1,4,3,120,41
77978,2,2,5,4,2,118,53
77979,2,5,4,4,1,119,9
77980,4,5,5,5,3,120,9
77981,2,5,4,4,2,118,9
77982,5,2,4,5,1,120,107
77985,3,4,4,5,2,120,102
80968,5,4,2,4,3,121,108
80969,1,4,4,2,5,121,95
80970,2,4,2,5,5,122,95
80971,3,3,4,2,1,121,145
80972,5,5,3,4,4,122,145
80975,2,5,1,1,4,122,54
80976,4,4,1,4,3,122,80
80977,5,5,4,2,4,122,72
80978,5,2,5,5,1,121,79
80979,5,4,2,4,5,122,79
80980,3,3,3,3,1,122,111
80981,2,5,1,5,3,122,29
80982,4,3,5,2,2,122,51
80983,4,2,3,2,4,121,51
80986,3,2,4,5,5,121,118
80987,1,2,4,5,4,121,16
80988,2,1,1,4,2,121,77
80989,2,3,2,2,4,122,77
80990,3,4,3,2,3,121,17
80993,2,1,4,1,2,121,19
80994,5,4,1,5,1,122,19
80995,4,5,2,1,3,121,58
80996,2,5,5,1,3,122,84
80997,2,5,5,5,5,121,84
81000,4,1,2,5,1,121,94
81001,5,5,4,5,4,122,94
81003,5,4,2,2,4,122,13
81004,2,4,2,5,3,121,13
81005,5,1,1,1,1,121,68
81006,3,5,4,1,5,122,42
81007,1,1,3,4,5,121,42
81008,4,1,4,5,4,122,46
81009,3,3,4,2,1,121,49
81010,4,2,5,4,2,121,100
81011,1,4,5,5,1,122,100
81012,5,1,5,4,1,122,59
81013,5,2,1,2,2,121,59
81014,5,5,1,3,5,121,140
81015,1,4,3,4,4,122,140
81016,2,1,5,3,1,121,125
81017,1,2,3,5,3,122,125
81018,4,4,5,2,3,121,147
81019,3,5,5,5,2,121,76
81020,2,4,1,4,1,121,66
81021,3,4,1,2,1,122,3
81022,3,4,4,2,3,121,3
81025,1,1,3,4,4,122,129
81026,4,3,4,3,2,122,149
81027,2,1,5,2,3,122,123
81028,3,1,2,3,3,121,123
81029,4,3,5,2,4,122,107
81030,5,2,5,3,4,121,74
81031,4,5,3,2,1,121,36
81032,4,1,2,3,4,122,48
81033,2,2,2,3,4,122,141
81034,5,2,2,3,5,121,141
81035,3,5,3,2,1,122,44
81036,1,3,5,4,4,121,44
81037,1,4,3,2,4,121,112
81038,2,2,3,5,3,121,61
81039,4,5,1,2,5,121,130
81040,2,3,4,2,3,122,130
81041,5,5,1,5,1,122,14
81042,3,1,5,4,4,121,14
81043,4,1,2,4,2,122,50
81044,2,2,1,5,5,122,136
81045,2,5,1,4,3,121,97
81046,2,4,3,3,1,122,119
81047,5,4,1,3,2,121,119
81050,5,2,2,2,4,121,92
81051,4,2,3,5,1,122,92
81052,4,3,1,2,4,121,18
81053,1,4,5,5,2,122,18
81054,4,4,4,5,5,122,104
81055,4,1,4,5,1,121,81
81056,1,4,4,3,5,121,98
81057,5,2,4,5,5,122,45
81062,1,1,4,2,4,121,101
81066,5,2,5,4,5,121,64
81067,5,3,2,5,2,122,64
81068,4,2,2,5,3,122,91
81069,3,2,2,5,4,121,91
81070,2,3,5,2,5,121,22
81073,5,1,2,4,1,122,114
81074,5,3,5,3,2,121,114
81075,3,1,2,2,1,121,33
81076,5,1,3,5,3,122,33
81077,2,3,5,1,4,122,23
81078,2,1,1,3,2,121,24
81079,3,3,2,1,3,122,24
81080,3,1,3,4,4,122,85
81081,5,4,2,4,1,121,85
81084,2,5,3,5,2,122,73
81087,1,4,3,1,2,121,83
81088,2,2,3,1,1,121,2
81089,3,2,4,3,5,121,143
81090,4,3,5,3,4,122,143
81091,1,2,2,1,2,122,26
81092,2,2,5,3,4,121,26
81093,5,3,3,1,2,122,70
81094,4,4,1,1,4,121,70
81096,4,3,4,3,4,121,99
81097,5,2,4,5,3,121,39
81098,4,2,5,5,1,122,9
81099,1,5,1,4,2,121,9
81100,2,4,4,1,4,121,93
81101,2,1,2,1,5,121,139
81103,3,5,5,4,4,122,40
81104,4,4,2,2,2,121,40
81105,5,1,4,4,5,121,88
81106,2,3,3,3,4,122,88
81108,4,1,2,5,1,121,38
81109,3,5,1,3,4,121,82
81110,5,2,5,5,5,121,28
81112,3,3,3,5,3,121,30
81113,3,1,4,2,2,122,30
81114,3,3,1,3,2,122,148
81115,3,5,1,5,1,121,35
81116,3,5,5,5,2,122,35
81117,1,5,1,4,1,121,150
81118,1,4,4,5,5,122,89
81119,1,1,2,2,4,121,121
81120,4,5,4,5,5,122,121
81121,4,2,5,4,4,121,110
81122,3,1,2,5,3,122,110
81123,1,3,2,5,4,121,133
81124,2,1,4,5,4,122,133
81125,2,4,2,4,4,121,32
81126,4,3,3,2,3,122,132
81127,3,4,1,3,1,121,132
81128,4,2,1,3,5,122,135
81129,4,3,2,1,2,122,127
81130,5,3,5,3,2,121,20
81131,2,3,5,1,3,122,20
81132,2,4,5,3,1,121,128
81133,5,3,5,4,3,122,128
81134,3,4,5,3,1,122,103
81135,2,1,5,3,2,121,103
81136,5,1,1,5,3,122,4
81139,2,4,2,2,2,121,75
81140,4,1,3,2,4,122,75
81142,1,3,5,5,3,121,27
81143,2,2,4,2,5,122,27
81144,3,1,1,2,4,122,146
81145,4,1,3,1,3,121,37
81147,5,1,4,5,2,121,117
81148,2,3,5,5,3,122,117
81149,4,1,4,4,3,122,47
81151,4,3,4,4,4,122,25
81153,4,3,1,2,5,121,21
81154,4,3,4,1,2,122,21
81155,1,1,1,2,2,121,78
81156,3,3,3,2,1,121,12
81157,4,3,5,5,4,122,12
81159,5,2,5,5,4,121,57
81160,5,1,4,4,4,121,69
81161,4,1,3,4,1,122,69
81162,3,2,3,5,3,122,15
81163,5,1,2,5,3,121,15
81164,2,5,5,3,2,121,122
81165,2,4,2,5,3,122,122
81166,5,1,3,3,1,121,53
81167,5,1,3,1,3,121,31
81168,1,5,5,2,4,122,31
81169,1,5,4,4,1,122,113
81170,5,3,1,1,1,122,137
81171,5,2,3,5,1,121,102
81172,2,1,3,5,4,121,115
81173,5,3,4,1,2,121,131
81174,1,4,5,4,5,122,86
81175,3,5,3,2,3,122,43
81176,1,1,1,1,4,121,63
81177,2,1,5,3,1,122,63
81178,5,1,3,1,4,121,41
81179,5,5,2,1,1,122,41
81180,5,1,3,4,2,121,142
81181,5,1,3,1,1,122,90
81182,4,5,5,5,4,121,90
81184,5,4,3,2,1,121,5
81185,4,5,4,2,2,122,71
81188,3,4,1,5,5,122,106
81189,1,2,4,1,3,121,106
81192,2,4,4,1,5,121,7
81193,1,5,3,1,3,122,7
81194,5,2,2,2,4,121,8
81195,5,1,5,2,2,121,138
81198,2,5,5,3,3,121,126
81199,2,5,1,3,1,122,126
81200,3,1,3,2,1,121,144
81201,3,4,1,3,4,122,144
81202,3,2,3,4,5,122,124
81203,1,4,1,3,2,121,124
81208,4,1,4,5,5,122,11
81209,4,3,3,1,4,122,52
81210,3,1,4,2,1,121,52
81212,4,5,3,3,1,121,60
81213,4,4,5,2,4,122,55
81214,4,2,2,4,2,121,55
81215,4,1,5,2,3,121,34
81216,4,4,5,1,3,121,105
81217,5,2,4,4,5,122,105
81218,5,4,4,5,2,122,116
81221,3,3,2,1,5,122,109
81224,3,4,2,2,1,122,96
81225,3,1,2,1,5,121,96
81226,2,1,4,1,5,122,87
81227,2,1,4,5,3,121,87
81229,1,2,3,4,3,122,67
81230,5,1,3,3,3,122,1
81231,5,1,1,2,3,121,6
81232,3,2,1,3,4,121,120
81233,1,5,5,1,4,122,134
81234,1,2,3,3,4,121,134
81236,2,3,3,1,2,121,10
81237,5,5,4,4,1,121,56
81238,1,3,4,5,3,122,56
81239,1,3,4,2,3,122,62
81240,2,3,2,1,2,121,65
82934,2,1,2,2,4,123,140
82935,1,3,2,4,2,124,140
82936,4,2,2,5,1,123,84
82939,4,4,3,3,5,123,37
82940,2,3,4,4,5,124,37
82941,5,3,2,2,4,123,4
82942,5,4,2,5,4,124,4
82943,3,5,4,3,3,123,129
82944,1,5,1,2,3,123,61
82945,4,2,5,1,4,124,61
82946,2,4,3,3,4,124,41
82947,5,3,4,2,5,123,41
82950,3,4,2,3,3,124,33
82951,2,4,2,3,2,123,33
82952,1,1,4,1,5,123,75
82953,3,5,3,3,3,124,75
82954,3,1,5,1,4,124,74
82955,4,5,4,4,5,123,74
82957,2,2,5,4,5,123,18
82958,2,4,3,4,1,124,135
82959,5,3,1,2,1,123,73
82962,5,4,3,3,1,123,6
82963,3,4,2,3,3,124,6
82964,3,5,5,2,5,123,76
82965,3,4,5,4,1,124,76
82966,5,5,2,3,3,124,14
82967,5,2,3,5,1,123,51
82968,5,3,3,4,5,124,51
82969,3,2,3,4,4,123,149
82970,5,2,5,5,3,123,17
82971,5,3,4,2,2,124,17
82972,4,3,1,4,4,124,29
82975,5,5,5,3,5,124,55
82976,5,5,2,4,2,123,139
82977,2,3,4,2,1,123,11
82978,3,5,2,1,4,124,11
82979,2,1,3,5,3,124,67
82980,1,1,5,1,4,123,123
82981,4,4,4,2,2,124,115
82982,5,5,4,3,2,123,137
82983,3,3,2,3,5,124,137
82984,1,5,2,2,4,123,10
82985,2,5,4,1,5,124,122
82986,2,1,1,1,1,123,44
82987,5,1,2,3,3,124,125
82988,4,1,5,3,5,124,9
82989,5,1,1,5,3,123,83
82990,3,2,4,3,1,124,83
82991,3,5,1,5,5,123,80
82992,5,5,1,1,1,124,80
82993,2,3,5,3,3,124,40
82994,1,4,2,3,1,123,40
82995,5,2,4,5,5,124,107
82996,2,1,4,3,1,123,107
82997,4,5,1,2,3,123,99
82998,5,5,2,1,3,124,99
82999,5,2,1,2,5,124,20
83000,5,1,1,1,1,123,20
83001,4,2,3,1,3,124,105
83002,5,3,2,2,1,123,105
83003,3,2,2,3,2,123,124
83004,4,5,5,1,1,123,27
83005,4,2,1,4,2,124,35
83006,5,2,3,2,1,123,35
83008,4,1,4,1,2,123,145
83009,3,5,2,1,5,124,145
83010,1,2,2,2,1,124,8
83011,1,5,5,3,3,123,8
83012,3,2,4,3,5,123,19
83013,2,5,4,1,2,124,19
83014,2,1,4,3,4,124,110
83015,3,1,3,5,2,124,30
83016,2,1,3,2,5,123,100
83017,5,4,4,3,2,124,65
83018,2,2,1,1,1,124,72
83021,2,4,2,1,2,123,38
83022,1,2,2,4,5,123,43
83023,3,3,3,2,4,124,86
83024,5,1,3,1,5,123,86
83025,3,3,5,1,1,123,93
83026,3,3,2,4,5,124,93
83028,1,5,5,4,5,123,77
83030,1,5,5,5,3,123,24
83033,1,1,4,1,3,124,130
83034,5,3,5,3,4,123,127
83035,4,4,1,4,2,124,127
83036,4,3,1,3,4,123,108
83038,1,2,5,4,3,124,132
83039,3,4,5,4,1,124,120
83040,2,4,4,5,4,123,50
83041,2,3,5,4,2,123,134
83042,3,1,1,3,2,124,26
83043,2,5,3,1,3,123,56
83044,2,1,4,2,5,124,58
83045,4,4,2,2,1,123,45
83046,5,4,3,5,2,124,45
83047,4,5,5,1,2,124,12
83048,4,1,5,1,4,124,85
83049,2,5,1,1,3,123,85
83052,3,4,1,1,2,123,89
83053,4,1,3,4,3,124,89
83054,2,2,4,3,2,123,92
83055,3,2,1,3,2,124,101
83056,4,3,3,5,5,123,101
83057,5,2,4,1,2,124,2
83058,2,3,4,2,3,123,2
83059,4,4,5,4,4,124,109
83060,3,2,2,3,4,123,109
83061,4,1,1,2,1,124,106
83062,2,2,1,2,5,123,106
83063,2,4,4,3,3,123,54
83064,1,5,2,5,3,123,87
83065,2,4,3,2,1,124,111
83066,5,1,5,3,5,123,64
83067,4,3,4,2,3,124,64
83068,1,1,5,1,3,123,49
83069,2,2,1,1,5,124,112
83070,4,3,2,1,1,123,82
83071,1,5,1,5,3,124,82
83072,4,4,1,4,4,124,15
83073,1,5,5,5,3,123,15
83077,1,5,2,5,3,124,81
83079,3,1,3,3,4,123,116
83080,5,2,2,4,3,124,147
83081,2,2,3,2,5,123,147
83086,3,3,1,3,1,123,97
83087,3,4,1,3,4,124,5
83088,1,2,4,5,5,123,5
83090,4,2,1,4,4,123,118
83091,1,3,1,4,4,124,118
83092,5,3,1,1,3,124,21
83093,5,2,5,1,4,123,21
83097,1,3,5,1,1,123,141
83099,1,1,5,2,2,124,34
83100,4,4,4,5,5,123,34
83101,5,3,3,1,1,124,94
83102,2,1,4,3,3,123,94
83103,3,1,5,3,1,124,88
83104,5,3,4,3,5,123,42
83105,4,5,2,5,4,124,42
83106,5,2,5,1,4,123,70
83107,1,3,3,5,1,124,59
83108,5,1,5,1,4,124,23
83109,4,5,2,4,5,123,23
83110,1,1,2,1,3,124,119
83111,4,5,1,3,5,123,68
83112,3,2,4,2,3,124,39
83113,4,3,2,1,1,123,39
83114,1,2,4,1,5,124,48
83115,2,5,2,5,3,124,57
83116,4,2,3,3,4,123,57
83118,5,1,3,4,2,123,79
83119,3,2,5,2,5,124,104
83120,4,1,3,5,2,124,117
83121,2,5,1,5,1,124,131
83123,4,3,2,5,2,123,143
83124,4,2,5,4,4,124,143
83126,5,1,3,2,2,123,113
83127,1,1,3,2,1,124,113
83128,2,1,4,1,1,124,32
83129,3,3,4,2,2,124,98
83130,2,4,3,1,5,124,138
83131,3,1,3,5,2,123,138
83132,5,3,1,4,3,124,136
83133,5,3,5,3,1,123,69
83134,1,5,3,5,5,124,69
83135,3,3,2,2,1,124,96
83137,3,5,5,2,5,123,142
83139,3,4,2,5,4,123,144
83140,4,4,2,1,2,123,148
83141,5,1,4,2,5,124,121
83147,1,2,1,4,2,124,66
83148,2,4,5,1,4,123,13
83149,4,2,2,1,2,124,1
83150,3,2,2,5,4,123,1
83151,3,4,4,4,2,124,7
83154,2,4,4,4,2,123,16
83155,5,5,5,5,5,124,16
83156,5,3,5,3,1,124,114
83157,5,5,2,4,2,123,114
83158,5,5,1,4,2,123,90
83159,2,5,5,5,4,124,90
83160,3,2,4,3,1,124,52
83161,5,4,5,1,3,123,146
83162,4,4,3,5,2,124,95
83163,5,5,2,2,2,124,71
83166,5,3,3,1,5,123,22
83167,5,3,2,2,3,124,22
83168,2,5,5,4,5,123,128
83169,1,4,5,5,2,123,91
83170,3,5,3,5,5,123,62
83171,3,1,3,2,3,124,62
83172,4,4,2,5,5,123,63
83173,4,1,3,2,1,123,150
83174,5,5,4,5,1,124,150
83175,2,2,4,4,5,124,47
83176,3,3,1,4,1,123,126
83177,5,1,4,3,5,124,103
83178,3,3,4,4,2,123,103
83179,1,2,3,1,4,123,102
83183,4,2,2,4,4,124,133
83184,4,5,2,1,3,123,133
83185,1,3,3,5,4,124,78
83186,3,5,2,1,5,123,78
83187,4,3,2,5,5,123,60
83188,4,4,2,2,1,124,60
83189,5,3,4,3,3,123,53
83190,1,5,5,5,3,123,36
83191,3,2,2,2,3,124,25
83192,5,4,1,3,5,123,31
83193,3,2,2,1,4,124,31
83196,2,2,5,1,3,123,28
83197,2,4,4,3,3,124,3
83198,4,1,2,1,5,123,3
83199,2,2,3,3,3,124,46
86225,2,4,4,3,3,128,50
86226,2,1,1,4,5,127,116
86227,2,2,4,4,3,128,139
86228,5,1,1,2,1,127,139
86229,1,1,3,4,2,126,139
86230,2,5,4,4,2,128,123
86231,3,2,4,5,3,126,123
86232,5,5,1,1,1,127,123
86233,5,4,4,4,2,128,102
86234,3,2,5,3,1,125,102
86235,1,1,1,4,5,128,100
86236,5,2,1,5,5,126,100
86237,5,1,3,5,4,125,100
86238,5,3,2,3,3,125,143
86239,3,5,5,1,5,126,59
86242,3,2,2,5,4,128,44
86243,2,1,4,3,4,127,44
86244,4,1,1,5,4,125,104
86245,1,2,4,4,1,127,104
86246,5,3,2,3,4,126,104
86247,5,4,1,1,1,125,76
86248,3,2,3,3,2,127,34
86249,3,2,5,2,5,125,34
86250,5,2,2,1,4,128,34
86251,5,4,2,4,5,128,132
86253,4,1,1,2,5,125,140
86257,5,1,2,2,3,125,99
86258,5,3,2,2,5,128,99
86259,4,3,5,1,4,125,127
86260,4,2,2,4,1,127,101
86261,3,1,3,4,3,126,101
86262,5,4,1,1,1,128,101
86263,1,3,5,1,5,128,108
86264,3,5,5,2,2,127,108
86265,5,4,4,1,5,126,108
86266,2,2,5,3,1,126,82
86267,4,1,2,4,1,128,82
86268,1,1,5,2,3,127,82
86269,1,3,1,3,4,127,49
86270,5,4,2,3,2,125,138
86271,3,5,1,2,4,127,138
86272,4,1,5,1,1,128,138
86273,5,4,1,1,1,126,90
86278,1,4,4,3,5,126,130
86280,4,4,2,5,5,128,95
86281,2,1,1,3,5,126,95
86282,1,4,5,5,2,127,95
86283,2,3,4,5,3,128,9
86284,4,1,2,1,5,125,126
86285,1,3,2,5,3,125,5
86286,3,1,3,1,2,125,92
86287,1,4,1,1,1,126,92
86288,3,2,5,1,1,128,92
86289,3,1,2,1,2,127,61
86290,3,3,2,2,1,125,61
86293,1,4,5,3,5,127,107
86294,3,2,1,2,3,128,107
86295,1,3,4,5,1,126,107
86296,5,3,5,1,3,128,128
86297,5,5,5,3,1,127,128
86298,4,5,5,4,2,125,31
86299,5,5,5,4,1,126,31
86300,3,4,4,1,3,128,31
86301,5,4,5,4,2,128,148
86302,4,4,1,2,5,125,148
86303,2,5,4,4,1,127,148
86304,2,1,3,3,4,128,29
86305,2,4,2,3,2,126,29
86306,3,3,1,1,1,127,144
86307,1,4,4,2,2,125,51
86308,5,3,5,4,4,127,51
86309,3,3,2,5,3,127,32
86310,1,3,5,3,3,125,32
86311,1,5,2,1,5,126,32
86312,4,5,2,3,3,126,113
86316,2,3,2,1,3,126,72
86317,2,4,5,3,1,127,86
86318,5,1,1,3,1,126,86
86319,3,5,1,3,5,128,115
86320,2,4,3,4,2,125,115
86321,1,2,3,3,4,127,115
86322,4,5,4,2,5,127,19
86323,4,3,3,5,4,125,19
86324,1,1,1,3,3,128,1
86325,1,4,2,5,3,126,1
86326,3,1,2,5,4,126,141
86327,5,3,1,5,2,126,53
86328,1,5,4,2,4,128,53
86329,5,5,5,2,5,125,53
86333,2,2,2,5,5,128,70
86334,4,2,4,2,1,125,8
86335,4,3,4,2,2,127,8
86336,1,2,4,4,5,125,121
86337,3,5,3,1,4,126,121
86338,5,3,4,4,3,128,121
86339,1,4,5,2,3,125,16
86343,5,1,4,1,3,128,47
86344,5,3,3,1,2,126,47
86345,2,3,4,1,3,125,3
86346,1,4,2,1,3,125,83
86347,5,2,1,1,5,127,83
86348,2,3,4,5,5,126,117
86352,5,5,5,3,2,127,25
86353,5,3,5,3,1,126,98
86354,2,5,3,5,2,128,98
86355,2,5,5,1,2,125,27
86356,1,1,5,2,3,126,6
86357,4,5,3,1,2,128,6
86358,5,4,3,2,3,126,119
86359,5,2,3,2,5,127,119
86360,4,2,4,4,3,125,119
86362,5,4,5,1,3,127,56
86363,2,3,5,3,1,126,56
86364,3,4,5,5,1,128,56
86365,5,4,3,3,2,125,57
86367,4,5,4,5,4,127,77
86369,3,3,5,5,3,125,15
86370,1,4,1,2,4,126,22
86371,4,2,4,1,3,128,22
86372,5,3,5,3,1,126,4
86373,4,5,2,5,2,128,68
86374,2,2,4,1,3,125,68
86375,4,3,1,2,1,127,28
86376,4,2,4,2,1,126,28
86377,3,4,1,2,4,125,28
86378,1,2,3,3,3,125,37
86379,3,2,3,2,5,126,85
86380,2,4,2,4,1,125,85
86381,5,5,1,3,1,128,71
86382,3,1,4,2,2,125,71
86383,5,4,5,1,5,126,146
86384,2,5,5,2,5,126,88
86385,3,2,2,1,2,128,88
86386,1,2,4,4,1,128,122
86388,5,5,3,1,4,128,41
86389,4,1,5,1,4,125,41
86390,1,5,3,1,5,127,41
86391,3,2,4,3,4,127,112
86392,3,4,5,4,1,128,112
86395,5,5,3,3,5,126,12
86396,5,1,1,3,3,125,38
86397,2,2,2,2,4,127,38
86398,2,2,1,5,4,126,38
86399,3,5,2,2,2,127,106
86400,5,2,5,5,1,126,30
86401,3,4,1,5,4,128,30
86402,4,5,5,5,2,125,30
86403,1,4,5,5,1,128,60
86404,3,3,2,4,2,125,60
86405,4,3,3,4,5,127,60
86407,4,5,5,1,3,128,13
86408,5,5,1,5,1,126,13
86409,3,5,4,3,3,125,40
86413,3,3,2,3,1,126,135
86414,2,3,3,5,5,125,135
86418,3,2,5,1,5,128,33
86419,1,3,3,1,4,127,33
86426,4,4,4,3,2,125,42
